"postCode","actUseTypTxt","count"
"650225","5-room","1"
"650224","3-room","28"
"650224","4-room","16"
"650224","5-room","2"
"650223","Executive","84"
"650222","Executive","20"
"650221","Executive","84"
"650220","3-room","12"
"650220","4-room","8"
"650220","5-room","2"
"650219","3-room","93"
"650219","4-room","55"
"650219","5-room","1"
"650218","Executive","28"
"650217","3-room","106"
"650217","4-room","22"
"650216","4-room","16"
"650216","5-room","94"
"650215","3-room","94"
"650215","4-room","56"
"650214","Executive","28"
"650213","3-room","81"
"650213","4-room","21"
"650213","5-room","1"
"650212","3-room","93"
"650212","4-room","55"
"650212","5-room","1"
"650211","4-room","192"
"650210","4-room","216"
"650209","4-room","120"
"650208","3-room","72"
"650208","4-room","48"
"650207","3-room","69"
"650207","4-room","46"
"650206","3-room","72"
"650206","4-room","48"
"650205","3-room","72"
"650205","4-room","48"
"650204","4-room","96"
"650203","3-room","3"
"650203","4-room","29"
"650203","5-room","96"
"650202","3-room","3"
"650202","4-room","29"
"650202","5-room","96"
"650201","3-room","3"
"650201","4-room","29"
"650201","5-room","96"
"650193","4-room","75"
"650193","5-room","5"
"650192","4-room","13"
"650192","5-room","74"
"650191","4-room","17"
"650191","5-room","82"
"650190","4-room","54"
"650190","5-room","61"
"650189","4-room","40"
"650189","5-room","46"
"650188","4-room","70"
"650188","5-room","20"
"650187","4-room","96"
"650187","5-room","24"
"650186","4-room","50"
"650186","5-room","20"
"650185","4-room","70"
"650185","5-room","20"
"650184","3-room","24"
"650184","4-room","8"
"650183","4-room","90"
"650182","3-room","82"
"650182","4-room","22"
"650182","Executive","3"
"650181","3-room","12"
"650181","4-room","4"
"650180","3-room","108"
"650180","4-room","18"
"650179","3-room","20"
"650179","4-room","12"
"650178","3-room","66"
"650178","4-room","44"
"650177","3-room","59"
"650177","4-room","42"
"650177","Executive","2"
"650176","3-room","66"
"650176","4-room","44"
"650175","3-room","108"
"650175","4-room","14"
"650175","5-room","2"
"650174","3-room","12"
"650174","4-room","4"
"650173","3-room","16"
"650173","4-room","8"
"650172","4-room","48"
"650172","5-room","96"
"650171","4-room","48"
"650171","5-room","96"
"650170","4-room","48"
"650170","5-room","96"
"650169","3-room","66"
"650169","4-room","44"
"650168","3-room","54"
"650168","4-room","28"
"650168","Executive","1"
"650167","3-room","54"
"650167","4-room","28"
"650167","Executive","1"
"650166","3-room","15"
"650166","4-room","3"
"650165","4-room","130"
"650164","3-room","77"
"650164","4-room","51"
"650164","Executive","2"
"650163","3-room","72"
"650163","4-room","48"
"650162","3-room","90"
"650162","4-room","54"
"650162","Executive","2"
"650161","3-room","72"
"650161","4-room","48"
"650160","3-room","72"
"650160","4-room","48"
"650157","3-room","17"
"650154","3-room","13"
"650152","3-room","26"
"650150","3-room","28"
"650149","3-room","4"
"650149","4-room","12"
"650148","3-room","108"
"650148","4-room","22"
"650148","5-room","1"
"650147","3-room","8"
"650147","4-room","8"
"650146","3-room","106"
"650146","4-room","22"
"650146","Executive","2"
"650145","3-room","40"
"650145","4-room","8"
"650144","3-room","20"
"650144","4-room","8"
"650144","5-room","2"
"650143","3-room","22"
"650143","4-room","8"
"650143","5-room","1"
"650142","Executive","80"
"650141","Executive","80"
"650140","Executive","80"
"650139","3-room","56"
"650139","4-room","8"
"650138","3-room","108"
"650138","4-room","22"
"650138","Executive","1"
"650137","3-room","4"
"650137","4-room","12"
"650136","3-room","92"
"650136","4-room","24"
"650136","Executive","2"
"650135","3-room","94"
"650135","4-room","24"
"650135","Executive","1"
"650134","3-room","86"
"650134","4-room","22"
"650134","5-room","2"
"650134","Executive","1"
"650133","3-room","8"
"650133","4-room","8"
"650132","3-room","12"
"650132","4-room","8"
"650131","3-room","66"
"650131","4-room","44"
"650130","3-room","66"
"650130","4-room","66"
"650129","3-room","66"
"650129","4-room","66"
"650128","3-room","8"
"650128","4-room","8"
"650127","3-room","66"
"650127","4-room","44"
"650126","3-room","8"
"650126","4-room","8"
"650125","Executive","98"
"650124","4-room","24"
"650123","4-room","24"
"650122","Executive","80"
"650121","Executive","80"
"650120","Executive","80"
"650119","4-room","80"
"650118","4-room","88"
"650117","5-room","96"
"650116","4-room","134"
"650115","5-room","96"
"650114","4-room","80"
"650113","4-room","94"
"650112","4-room","112"
"650111","5-room","96"
"650110","5-room","96"
"650109","1-room","20"
"650109","2-room","20"
"650109","3-room","75"
"650108","4-room","88"
"650107","4-room","81"
"650106","4-room","100"
"650105","4-room","81"
"650104","4-room","88"
"650103","3-room","4"
"650103","4-room","44"
"650103","5-room","48"
"650102","3-room","2"
"650102","4-room","46"
"650102","5-room","48"
"650101","3-room","2"
"650101","4-room","46"
"650101","5-room","48"
"645517","4-room","30"
"645517","5-room","60"
"644989","4-room","34"
"644989","5-room","65"
"644987","4-room","34"
"644987","5-room","65"
"644678","4-room","32"
"644678","5-room","75"
"644669","Executive","90"
"644668","4-room","108"
"644667","4-room","30"
"644667","5-room","90"
"644664","4-room","61"
"644664","5-room","61"
"644663","4-room","61"
"644663","5-room","61"
"644662","4-room","30"
"644662","5-room","60"
"644661","4-room","30"
"644661","5-room","60"
"644660","4-room","60"
"644660","5-room","90"
"644659","4-room","48"
"644659","5-room","60"
"644658","5-room","90"
"644656","5-room","30"
"644656","Executive","60"
"644648","4-room","30"
"644648","5-room","60"
"644517","4-room","30"
"644517","5-room","60"
"644276","4-room","28"
"644276","5-room","70"
"644275","4-room","28"
"644275","5-room","70"
"644274","4-room","42"
"644274","5-room","70"
"644273","4-room","114"
"644272","4-room","46"
"644272","5-room","44"
"644271","4-room","30"
"644271","5-room","58"
"644218","4-room","28"
"644218","5-room","56"
"644197","4-room","32"
"644197","5-room","63"
"644183","4-room","30"
"644183","5-room","60"
"643990","2-room","34"
"643990","4-room","20"
"643989","4-room","36"
"643989","5-room","65"
"643988","4-room","48"
"643988","5-room","48"
"643987","4-room","36"
"643987","5-room","65"
"643986","4-room","28"
"643986","5-room","25"
"643698","3-room","32"
"643698","4-room","96"
"643697","4-room","32"
"643697","5-room","64"
"643686","4-room","32"
"643686","5-room","64"
"643685","4-room","32"
"643685","5-room","64"
"643684","4-room","32"
"643684","5-room","64"
"643683","4-room","32"
"643683","5-room","64"
"643682","4-room","102"
"643682","5-room","28"
"643681","4-room","88"
"643681","5-room","28"
"643680","4-room","88"
"643680","5-room","28"
"643679","4-room","102"
"643679","5-room","28"
"643678","4-room","47"
"643678","5-room","76"
"643677","4-room","47"
"643677","5-room","76"
"643673","4-room","62"
"643673","5-room","60"
"643671","Executive","90"
"643669","Executive","90"
"643668","4-room","109"
"643667","4-room","30"
"643667","5-room","90"
"643664","4-room","47"
"643664","5-room","91"
"643663","4-room","47"
"643663","5-room","91"
"643662","4-room","45"
"643662","5-room","90"
"643661","4-room","48"
"643661","5-room","90"
"643660","4-room","30"
"643660","5-room","60"
"643659","4-room","48"
"643659","5-room","60"
"643658","5-room","90"
"643656","5-room","30"
"643656","Executive","60"
"643654","5-room","107"
"643653","5-room","105"
"643652","5-room","107"
"643650","4-room","30"
"643650","5-room","62"
"643648","4-room","30"
"643648","5-room","60"
"643517","4-room","30"
"643517","5-room","60"
"643276","4-room","45"
"643276","5-room","70"
"643275","4-room","45"
"643275","5-room","70"
"643274","Executive","84"
"643273","4-room","30"
"643273","5-room","70"
"643272","4-room","46"
"643272","5-room","44"
"643271","5-room","88"
"643268","4-room","46"
"643268","5-room","61"
"643218","4-room","42"
"643218","5-room","70"
"643197","4-room","30"
"643197","5-room","30"
"643183","4-room","90"
"643183","5-room","30"
"643180","3-room","30"
"643180","4-room","60"
"642990","2-room","34"
"642990","4-room","20"
"642989","4-room","36"
"642989","5-room","65"
"642988","4-room","28"
"642988","5-room","28"
"642987","4-room","36"
"642987","5-room","65"
"642986","4-room","28"
"642986","5-room","25"
"642967","1-room","182"
"642967","2-room","143"
"642698","3-room","64"
"642698","4-room","64"
"642697","3-room","48"
"642697","4-room","45"
"642686","4-room","33"
"642686","5-room","32"
"642686","Executive","32"
"642685","4-room","33"
"642685","5-room","32"
"642685","Executive","32"
"642684","4-room","33"
"642684","5-room","32"
"642684","Executive","32"
"642683","4-room","33"
"642683","5-room","32"
"642683","Executive","32"
"642682","5-room","60"
"642681","5-room","64"
"642680","5-room","64"
"642679","5-room","60"
"642678","4-room","30"
"642678","5-room","30"
"642677","4-room","30"
"642677","5-room","30"
"642676","4-room","32"
"642676","5-room","92"
"642675","4-room","32"
"642675","5-room","92"
"642674","4-room","62"
"642674","5-room","60"
"642673","4-room","30"
"642673","5-room","75"
"642671","Executive","90"
"642669","Executive","90"
"642668","4-room","109"
"642667","4-room","61"
"642667","5-room","82"
"642666","Executive","90"
"642665","Executive","90"
"642664","4-room","48"
"642664","5-room","92"
"642663","4-room","48"
"642663","5-room","92"
"642662","4-room","45"
"642662","5-room","90"
"642661","4-room","45"
"642661","5-room","60"
"642660","4-room","30"
"642660","5-room","60"
"642659","4-room","48"
"642659","5-room","76"
"642658","5-room","90"
"642657","4-room","154"
"642656","5-room","30"
"642656","Executive","60"
"642655","4-room","154"
"642654","5-room","107"
"642653","5-room","107"
"642652","5-room","107"
"642651","4-room","107"
"642650","4-room","46"
"642650","5-room","77"
"642649","4-room","62"
"642649","5-room","61"
"642648","4-room","30"
"642648","5-room","62"
"642561","3-room","60"
"642561","4-room","104"
"642276","4-room","45"
"642276","5-room","70"
"642275","4-room","45"
"642275","5-room","70"
"642274","Executive","84"
"642273","4-room","45"
"642273","5-room","70"
"642272","5-room","90"
"642271","4-room","47"
"642271","5-room","44"
"642268","4-room","31"
"642268","5-room","61"
"642218","4-room","42"
"642218","5-room","70"
"642217","3-room","70"
"642217","4-room","56"
"642216","3-room","70"
"642216","4-room","56"
"642197","3-room","47"
"642197","4-room","45"
"642196","4-room","64"
"642196","5-room","32"
"642183","4-room","90"
"642183","5-room","30"
"642181","2-room","75"
"642181","3-room","75"
"642180","2-room","75"
"642180","3-room","75"
"641990","2-room","36"
"641990","4-room","20"
"641989","4-room","34"
"641989","5-room","65"
"641988","4-room","48"
"641988","5-room","48"
"641987","4-room","34"
"641987","5-room","65"
"641986","4-room","28"
"641986","5-room","26"
"641967","1-room","91"
"641967","2-room","130"
"641830","Executive","56"
"641828","Executive","7"
"641712","Studio Apartment","40"
"641712","2-room","109"
"641698","2-room","32"
"641698","3-room","111"
"641697","3-room","32"
"641697","4-room","64"
"641697","5-room","16"
"641686","4-room","33"
"641686","5-room","32"
"641686","Executive","32"
"641685","4-room","33"
"641685","5-room","32"
"641685","Executive","32"
"641684","4-room","33"
"641684","5-room","32"
"641684","Executive","32"
"641683","4-room","33"
"641683","5-room","32"
"641683","Executive","32"
"641682","5-room","16"
"641682","Executive","48"
"641681","5-room","16"
"641681","Executive","48"
"641680","5-room","16"
"641680","Executive","48"
"641679","5-room","16"
"641679","Executive","48"
"641678","4-room","30"
"641678","5-room","90"
"641677","4-room","32"
"641677","5-room","75"
"641676","4-room","74"
"641676","5-room","30"
"641675","4-room","74"
"641675","5-room","30"
"641674","4-room","30"
"641674","5-room","75"
"641673","4-room","123"
"641672","4-room","32"
"641672","5-room","75"
"641671","Executive","90"
"641670","4-room","32"
"641670","5-room","75"
"641669","Executive","90"
"641668","4-room","108"
"641667","4-room","61"
"641667","5-room","82"
"641666","Executive","90"
"641665","Executive","90"
"641664","4-room","92"
"641664","5-room","93"
"641663","4-room","92"
"641663","5-room","93"
"641662","4-room","30"
"641662","5-room","60"
"641661","4-room","30"
"641661","5-room","60"
"641660","4-room","64"
"641660","5-room","91"
"641659","4-room","30"
"641659","5-room","60"
"641658","5-room","90"
"641657","4-room","154"
"641656","5-room","30"
"641656","Executive","60"
"641655","4-room","169"
"641654","5-room","93"
"641653","5-room","152"
"641652","5-room","93"
"641651","4-room","93"
"641650","4-room","62"
"641650","5-room","61"
"641649","4-room","62"
"641649","5-room","61"
"641648","4-room","30"
"641648","5-room","62"
"641561","3-room","60"
"641561","4-room","104"
"641560","2-room","90"
"641560","3-room","30"
"641560","4-room","30"
"641530","Studio Apartment","159"
"641530","2-room","31"
"641517","4-room","30"
"641517","5-room","60"
"641276","4-room","114"
"641275","4-room","28"
"641275","5-room","70"
"641274","Executive","84"
"641273","4-room","28"
"641273","5-room","70"
"641272","4-room","57"
"641272","5-room","30"
"641271","4-room","47"
"641271","5-room","44"
"641268","4-room","15"
"641268","5-room","50"
"641218","4-room","28"
"641218","5-room","56"
"641217","4-room","27"
"641217","5-room","56"
"641216","4-room","27"
"641216","5-room","56"
"641197","3-room","46"
"641197","4-room","48"
"641196","4-room","27"
"641196","5-room","27"
"641183","4-room","90"
"641183","5-room","30"
"641181","3-room","45"
"641181","4-room","105"
"641180","2-room","90"
"641180","3-room","75"
"640980","4-room","70"
"640980","5-room","20"
"640979","4-room","90"
"640979","5-room","10"
"640978","4-room","49"
"640978","5-room","14"
"640977","4-room","70"
"640977","5-room","40"
"640976","4-room","48"
"640976","5-room","40"
"640975","4-room","50"
"640975","5-room","20"
"640974","Executive","18"
"640966","4-room","31"
"640966","5-room","17"
"640965","4-room","28"
"640965","5-room","14"
"640961","4-room","46"
"640961","5-room","20"
"640953","4-room","64"
"640953","5-room","16"
"640952","4-room","56"
"640952","5-room","16"
"640950","4-room","72"
"640950","5-room","16"
"640949","4-room","56"
"640949","5-room","16"
"640948","4-room","77"
"640948","5-room","22"
"640947","4-room","70"
"640947","5-room","20"
"640946","4-room","60"
"640946","5-room","20"
"640945","4-room","60"
"640945","5-room","20"
"640944","4-room","77"
"640944","5-room","22"
"640943","4-room","70"
"640943","5-room","20"
"640942","4-room","70"
"640942","5-room","20"
"640941","4-room","77"
"640941","5-room","22"
"640940","4-room","70"
"640940","5-room","40"
"640939","3-room","66"
"640939","4-room","66"
"640938","4-room","48"
"640938","5-room","40"
"640937","Executive","8"
"640936","3-room","66"
"640936","4-room","66"
"640935","Executive","8"
"640934","4-room","84"
"640934","5-room","60"
"640933","4-room","54"
"640933","5-room","42"
"640932","4-room","84"
"640932","5-room","60"
"640931","4-room","54"
"640931","5-room","42"
"640930","4-room","16"
"640930","5-room","12"
"640929","3-room","66"
"640929","4-room","66"
"640928","3-room","66"
"640928","4-room","44"
"640926","3-room","66"
"640926","4-room","44"
"640925","3-room","66"
"640925","4-room","66"
"640924","4-room","16"
"640924","5-room","12"
"640923","4-room","46"
"640923","5-room","34"
"640922","4-room","56"
"640922","5-room","40"
"640921","4-room","28"
"640921","5-room","28"
"640920","4-room","69"
"640920","5-room","51"
